10.0,3815168.652,0.0005710138479999997,1130633.838
16.2377674,4146427.4715,0.0007394637449999993,1274970.787
26.366509,4631489.296666667,0.0009830055993333335,1482966.3333333333
42.813324,5322753.9905,0.0013294424759999976,1778950.07175
69.5192796,6341859.3176,0.0018405372307999997,2215918.6464
112.883789,7825715.514333333,0.0025834753879999993,2851266.076
183.298071,10022238.227714285,0.003684069738428572,3791906.918
297.635144,13266525.88475,0.005309288235750004,5181491.609625
483.293024,18105789.304333333,0.007733269901666655,7254354.739444445
784.75997,25350582.985,0.011361052082099995,10357471.3476
1274.27499,36270441.724454544,0.016828278928454583,15034841.144454546
2069.13808,52794401.23275,0.025099953382500043,22112918.7555
3359.81829,77896596.722,0.03766399923407695,32865512.156384617
5455.59478,116189689.02171429,0.056827200403285684,49268925.837714285
8858.6679,174800045.7374,0.08615785538533328,74375638.035
14384.4989,264786636.056,0.13118990413943737,112923466.55175
23357.2147,403334794.51252943,0.20051195769323485,172273872.8731765
37926.9019,617189839.4197222,0.3075125876529435,263883696.67794445
61584.8211,948067734.046579,0.47306445434942074,405622942.68942106
100000.0,1461104569.67435,0.7297585776691997,625395889.14155
